...1,id,reference,description,intern_A,intern_B,verdict
1640,1640,2017-188,"INDONESIA: On 21 June, while carrying out pre-departure checks a duty crewman noticed wet footsteps on the poop deck of a cargo ship anchored near position 01-04N 104-08E, Jetty No. 3, CPO Kabil Port, Batam. Upon carrying out further checks he noticed the padlocks to the steering gear and engine rooms were removed and engine spares were missing. Alarm was raised, crew was mustered and a search of the ship was carried out. The  incident was reported to port authorities and local agents. No intruders were found on board.",exclude,keep,
1646,1646,2019-46,"TOGO: On 12 May, armed persons boarded and hijacked an anchored chemical tanker near position 06-00N 001-16E, Lome Anchorage. The Togo Navy received a call from the owners that their tanker had been attacked and immediately responded by dispatching patrol boats to investigate. The tanker was intercepted 25 nm from the anchorage  area and forced to return to Lomé Port. The crew were reported safe and the armed persons were captured and handed over to the authorities. (IMB; www.pviltd.com)",exclude,keep,
1650,1650,2019-50,"ECUADOR: On 3 May, two speed boats with five persons in each boat approached a bulk carrier underway near position 00-08S 081-19W, 52 nm west-northwest of Cabo Pasado. Alarm was raised and crew was mustered. Vessel increased speed, commenced evasive maneuvers and started spraying the boats with charged fire hoses, resulting in the  boats moving away. Crew and vessel reported safe. (IMB)",keep,exclude,
1651,1651,2019-51,"PANAMA: On 2 May, three armed robbers boarded the New Zealand-flagged yacht, AQUA LOBO, anchored near position 09-16N 078-07W, 1.9 nm east-northeast of San Ignacio De Tupile. The captain, a New Zealand national, died of wounds received during the attack, and other family members were injured. Three suspects were taken into custody in the Colon jurisdiction. (IMB; www.tvnz.co.nz; www.safetyandsecuritynet.org; www.noonsite.com)",keep,exclude,
1657,1657,2017-201,"YEMEN: On 29 July between 1630Z and 1830Z, a vessel was approached three instances in vicinity 14-16N 051-08E. The vessel was approached by one skiff from the starboard side. The vessel fired a warning shot and the skiff turned away.",exclude,keep,
1658,1658,2017-202,"LIBERIA: On 21 July, a suspicious man was sighted on the poop deck of a merchant tanker anchored near position 06-21N 010-52W, Monrovia Anchorage. Vessel raised the alarm, crew members conducted a search but nothing was reported stolen. No injuries reported.",keep,exclude,
1677,1677,2017-154,"GULF OF OMAN: On 07 May, duty officer onboard a bulk carrier underway near position 25-32N 057-33E,  12 nm southwest of Bandar E Jask, Iran, noticed three skiffs approaching the vessel. At the same time a vessel suspected to be the mother vessel was seen astern at a distance of 2 nm. As the skiffs closed, the crew observed the persons in the boat holding ladders. Alarm raised, speed increased, evasive maneuvers commenced and Ras al Khor Port contacted, who informed the Iranian Navy. As the bulk carrier changed course the skiffs and the suspected mother vessel followed. After around 20 minutes the Iranian Navy called the bulk carrier to alter course at which point the skiffs aborted and moved away. All crew is safe.",exclude,keep,
1681,1681,2017-158,"NIGERIA: On 16 May, Warri gunmen kidnapped four Itsekiri community leaders and four officials of Elcrest, a Nigerian Petroleum Development Company, along the Benin River, Warri North Local Government Area of Delta State, in vicinity 05-45N 005-03. The victims were on their way to Warri after an engagement when the boat in which they were traveling was hijacked by gunmen who fired several gunshots before whisking them away.",exclude,keep,
1682,1682,2017-159,"NIGERIA: On 12 May, crew of a tanker underway near position 03-58N 007-33E, Yoho Anchorage, noticed two skiffs with around nine persons approaching in suspicious way. Alarm raised and crew was mustered. One skiff closed to a distance of three meters and seeing the alerted crew moved away.",exclude,keep,
1686,1686,2018-37,"HONDURAS: On 18 January, a sailing yacht bound for Panama was approached suspiciously by a fishing boat. Near the Gordo Bank in 16-36N 082-17W, they observed a small fishing boat on an intersecting course. They altered course 90 degrees and noticed the small boat continued to attempt to follow. Listening to VHF they heard a discussion in Spanish about stealing a dingy and no other vessels were in the vicinity. The crew hailed a merchant vessel located about 15 nautical miles away, and one of the small fishing boats made a false response, attempting to impersonate the merchant vessel. A private VHF DSC call was made to the merchant ship. Radar indicated that the small boats were unable to close the gap into difficult sea and wind conditions, and had fallen further out of range as it became dark. The yacht continued without lights or AIS. The next day VHF traffic in Spanish was overheard discussing ¿keeping a lookout for a white sailboat that got away last night¿. The yacht continued to Providencia without further incident.",exclude,keep,
1698,1698,2017-234,"YEMEN: On 26 September at 0700Z, in 12-08N 044-15E, a vessel reported sighting five skiffs with four persons on board. One skiff came within one cable of the vessel. Armed guards aboard the vessel showed weapons and the skiff changed direction.",keep,exclude,
1700,1700,2017-236,"YEMEN: On 22 September at 0721Z, a vessel reported a suspicious approach in 12-37N 047-28E. The vessel was approached by a skiff with three persons on board.",exclude,keep,
1713,1713,2018-103,"ST. LUCIA: Between 11 and 13 March, three dinghies and outboard motors were stolen from separate sailing yachts anchored in Rodney Bay, in vicinity 14-05N 060-58W. The dinghies were recovered but the motors were not.",keep,exclude,
1718,1718,2018-108,"NIGERIA: On 16 March, armed guards onboard an anchored product tanker noticed three unauthorized persons on board the vessel and fired a warning shot. the ship was anchored near position 06-17N 003-25E, 13.5 nm south-southeast of Lagos. One person managed to escape in a small boat while the remaining two were captured and handed over to the Nigerian Navy.",exclude,keep,
1736,1736,2017-345,"BANGLADESH: On 05 December, robbers boarded a barge under tow near 21-52N 091-45E, 4.47 nm west of Kutubdia Island. The robbers were able steal barge properties and escape. No injury to crews. Incident reported to the authorities.",keep,exclude,
1740,1740,2018-111,"SIERRA LEONE: On 29 March, a merchant vessel reported a suspicious approach near 07-04N 014-02W, 95 nm southwest of Freetown. A large fishing vessel transmitting AIS approached the vessel and two small skiffs were released from the fishing vessel and approached the vessel at high speed.  The merchant vessel used evasive maneuvers and the skiffs moved away.",exclude,keep,
1741,1741,2018-112,"NIGERIA: On 28 March, two robbers boarded a berthed tanker near position 06-27N 003-24E, MRS Terminal, Alpha Jetty, Lagos. Duty watchman on routine rounds spotted the robbers trying to hide near a forward cargo tank dome with a flexible hose. Duty officer notified, alarm raised and crew mustered. Upon hearing the alarm and seeing the crew's alertness, the robbers escaped. Two skiffs with eight robbers were seen moving away from the tanker. The Terminal Watchman and Jetty Duty Officer immediately boarded and searched the tanker. Nothing reported stolen.",exclude,keep,
1742,1742,2018-113,"RED SEA: On 03 April, suspected Houthi rebels attacked a Saudi oil tanker, near position 14-29N 042-11E, causing ""minor damage."" The oil tanker has been identified as the Saudi Arabia-flagged ABQAIQ, a 300,000 dwt Very Large Crude Carrier, capable of carrying 2 million barrels of crude. A coalition statement says the attack occurred in international  waters near the Red Sea port of Hodeida. It did not provide further details on the weapon used or the extent of the damage. The coalition says a naval ship belonging to a member country rapidly intervened, without giving further details.",exclude,keep,
1745,1745,2016-264,"NIGERIA: On 05 November, Nigerian authorities were alerted to a possible pirate attack against bulk carrier COLUMBIA RIVER, in the Lagos Outer Anchorage, vicinity 06-20N 003-23E. The Nigerian Navy sent a ship, NNS KARADUWA, to investigate. They found 16 men, 15 Nigerians, and one Liberian who had stowed away aboard the ship, bound for the US. The stowaways are in custody and will be handed over to the Nigerian Immigration Service for further action.",keep,exclude,
1749,1749,2016-268,"MALAYSIA: On 05 November, at about 11:45 local time, an Indonesian fishing boat captain was kidnapped by the same group that attacked another fishing boat at 11:00 in the same area as the above incident in Kertam waters some 15 nautical miles from the Kinabatangan river. The gunmen, three of whom were in fatigues and two in civilian clothes, made off with all communication equipment, including GPS system from the fishing vessel. It is believed that the gunmen are based in one of the Tawi-Tawi islands and are not directly linked to the Abu Sayyaf kidnap for ransom group.",exclude,keep,
1750,1750,2016-269,"VIETNAM: On 01 November, a Vietnam-flagged fishing boat was chased and hit by a Chinese ship and two smaller boats seven nautical miles north of Woody Island. The captain claimed ten Chinese crewmen jumped onto the Vietnamese boat and attacked the fishermen. They also smashed glass doors and the compass, cut anchor lines and caused damage to other boat equipment. They then stole nearly five tons of fish, rice and other items.",exclude,keep,
1753,1753,2016-272,"GUYANA: On 07 November at 0500 LT at Berbice port, vicinity 06-18N 057-32W, duty officer aboard a berthed cargo vessel noticed a robber attempting to board the vessel form the stern with a hook. Crew confronted the robber and threatened to call police. Robber aborted the attempt. No injury to crew and nothing reported stolen.",exclude,keep,
